vs_link,vs_name,vs_id,ftm_name,ftm_id
CA;https://justfacts.votesmart.org/interest-group/1326/congress-of-california-seniors,congress of california seniors,1326,Congress Of California Seniors Education & Research Fund,44825353
CA;https://justfacts.votesmart.org/interest-group/2943/unite-here-local-11-california,unite here local 11 california,2943,TimeoutException,TimeoutException
CA;https://justfacts.votesmart.org/interest-group/2720/california-police-chiefs-association,california police chiefs association,2720,California Police Chiefs Association,422369
CA;https://justfacts.votesmart.org/interest-group/2928/united-teachers-los-angeles,united teachers los angeles,2928,Political Action Council Of Educators Sponsored By Teachers Unions Including United Teachers Los Angeles,32687225
CA;https://justfacts.votesmart.org/interest-group/2928/united-teachers-los-angeles,united teachers los angeles,2928,Political Action Council Of Educators Sponsored By Teachers Unions Including United Teachers Of Los Angeles,44597473
CA;https://justfacts.votesmart.org/interest-group/2928/united-teachers-los-angeles,united teachers los angeles,2928,"Political Action Council Of Educators Sponsored By Teachers Unions, Including United Teachers Los Angeles",21211534
CA;https://justfacts.votesmart.org/interest-group/2928/united-teachers-los-angeles,united teachers los angeles,2928,Political Action Council Of Educators Sponsored By The Teachers Unions Including United Teachers Los Angeles Pace,47591746
CA;https://justfacts.votesmart.org/interest-group/2928/united-teachers-los-angeles,united teachers los angeles,2928,Political Action Council Of Educators-United Teachers Los Angeles,54264265
CA;https://justfacts.votesmart.org/interest-group/2928/united-teachers-los-angeles,united teachers los angeles,2928,United Teachers Los Angeles Local 1021,24575
CA;https://justfacts.votesmart.org/interest-group/2928/united-teachers-los-angeles,united teachers los angeles,2928,United Teachers Los Angeles-Politic,42083732
CA;https://justfacts.votesmart.org/interest-group/2928/united-teachers-los-angeles,united teachers los angeles,2928,United Teachers Los Angeles-Political Action Council Of Educators,47417992
CA;https://justfacts.votesmart.org/interest-group/2928/united-teachers-los-angeles,united teachers los angeles,2928,United Teachers Los Angeles-Political Action Council Of Educators Pace Issues,50781939
CA;https://justfacts.votesmart.org/interest-group/2928/united-teachers-los-angeles,united teachers los angeles,2928,Utla Political Action Council Of Educators United Teachers Los Angeles,42629267
CA;https://justfacts.votesmart.org/interest-group/2928/united-teachers-los-angeles,united teachers los angeles,2928,Utla- Political Action Council Of Educators United Teachers Los Angeles,42630413
CA;https://justfacts.votesmart.org/interest-group/2928/united-teachers-los-angeles,united teachers los angeles,2928,Utla-Political Action Council Of Educators United Teachers Los Angeles Pace Issues,43486514
CA;https://justfacts.votesmart.org/interest-group/338/race-forward,race forward,338,Race Forward,55731352
CA;https://justfacts.votesmart.org/interest-group/2631/stonewall-democratic-club,stonewall democratic club,2631,Stonewall Democratic Club,4607388
CA;https://justfacts.votesmart.org/interest-group/2631/stonewall-democratic-club,stonewall democratic club,2631,Stonewall Democratic Club,772625
CA;https://justfacts.votesmart.org/interest-group/1875/capitol-weekly,capitol weekly,1875,Capitol Weekly,27321860
CA;https://justfacts.votesmart.org/interest-group/1875/capitol-weekly,capitol weekly,1875,Capitol Weekly,43618584
CA;https://justfacts.votesmart.org/interest-group/2582/california-state-university-employees-union,california state university employees union,2582,California State University Employees Union,16036202
CA;https://justfacts.votesmart.org/interest-group/1285/equality-california,equality california,1285,Equality California,14586
CA;https://justfacts.votesmart.org/interest-group/495/california-league-of-conservation-voters,california league of conservation voters,495,California League Of Conservation Voters,4011
CA;https://justfacts.votesmart.org/interest-group/2935/university-professional-and-technical-employees,university professional and technical employees,2935,TimeoutException,TimeoutException
CA;https://justfacts.votesmart.org/interest-group/72/christian-coalition-of-california,christian coalition of california,72,Christian Coalition Of California,2394592
CA;https://justfacts.votesmart.org/interest-group/1143/california-park-recreation-society,california park recreation society,1143,California Park & Recreation Society,262427
CA;https://justfacts.votesmart.org/interest-group/1143/california-park-recreation-society,california park recreation society,1143,California Park & Recreation Society,36596030
CA;https://justfacts.votesmart.org/interest-group/1143/california-park-recreation-society,california park recreation society,1143,California Park & Recreation Society (Cprs),32213419
CA;https://justfacts.votesmart.org/interest-group/1143/california-park-recreation-society,california park recreation society,1143,California Park & Recreation Society Century Club,1669748
CA;https://justfacts.votesmart.org/interest-group/1143/california-park-recreation-society,california park recreation society,1143,California Park & Recreation Society Inc,32210511
CA;https://justfacts.votesmart.org/interest-group/1143/california-park-recreation-society,california park recreation society,1143,"California Park & Recreation Society Inc, Supporting Clean Water Natural Resources & Parks",44113813
CA;https://justfacts.votesmart.org/interest-group/1143/california-park-recreation-society,california park recreation society,1143,California Parks & Recreation Society,32213121
CA;https://justfacts.votesmart.org/interest-group/1143/california-park-recreation-society,california park recreation society,1143,"California Parks Recreation Society, District 7",45161396
CA;https://justfacts.votesmart.org/interest-group/1852/capitol-resource-institute,capitol resource institute,1852,Capitol Resource Institute,2378863
CA;https://justfacts.votesmart.org/interest-group/2634/united-domestic-workers-of-america-udwafscme-local-3930-afl-cio,united domestic workers of america udwafscme local 3930 afl cio,2634,TimeoutException,TimeoutException
CA;https://justfacts.votesmart.org/interest-group/184/california-nurses-association,california nurses association,184,American Psychiatric Nurses Association California Chapter,2099459
CA;https://justfacts.votesmart.org/interest-group/184/california-nurses-association,california nurses association,184,California Association Of Incorporated Registered Nurses,24576245
CA;https://justfacts.votesmart.org/interest-group/184/california-nurses-association,california nurses association,184,California Association Of Nurses Anesthetists,55375765
CA;https://justfacts.votesmart.org/interest-group/184/california-nurses-association,california nurses association,184,California Nurses Association / National Nurses Organizing Cmte,3295
CA;https://justfacts.votesmart.org/interest-group/184/california-nurses-association,california nurses association,184,California Nurses Association / National Nurses Organizing Committee-Colorado,27704641
CA;https://justfacts.votesmart.org/interest-group/184/california-nurses-association,california nurses association,184,California Nurses Association / National Nurses Organizing Committee-Colorado / National Nurses United,27704642
CA;https://justfacts.votesmart.org/interest-group/184/california-nurses-association,california nurses association,184,California Nurses Association Cna_Pac,55698952
CA;https://justfacts.votesmart.org/interest-group/184/california-nurses-association,california nurses association,184,California Nurses Association Intermediary For Unitemized Member Contributions,53389590
CA;https://justfacts.votesmart.org/interest-group/184/california-nurses-association,california nurses association,184,California Nurses Association Pac Certified Nurses Assistant,53397811
CA;https://justfacts.votesmart.org/interest-group/184/california-nurses-association,california nurses association,184,California Nurses Association Pac Cna-Pac Small Contributor Commitee,55375285
CA;https://justfacts.votesmart.org/interest-group/184/california-nurses-association,california nurses association,184,California Nurses Association Pac Cnc,55700708
CA;https://justfacts.votesmart.org/interest-group/184/california-nurses-association,california nurses association,184,California Nurses Association Political Action Committee (C Na Pac),40580468
CA;https://justfacts.votesmart.org/interest-group/184/california-nurses-association,california nurses association,184,California Nurses Association Political International Brotherhood Of Electrical Workers Local 569,46061524
CA;https://justfacts.votesmart.org/interest-group/184/california-nurses-association,california nurses association,184,California State Association Of Occupational Health Nurses,24357891
CA;https://justfacts.votesmart.org/interest-group/184/california-nurses-association,california nurses association,184,"Californians For Fiscal And Economic Leadership, Primarily Formed To Support John Chiang For Governor 2018 Sponsored By United Nurses Associations Of California / Union Of Health Care Professionals",47283337
CA;https://justfacts.votesmart.org/interest-group/184/california-nurses-association,california nurses association,184,"Consumer Watchdog Campaign - Yes On 61, Major Funding By Yes On Prop 61, Californians For Lower Drug Prices, With Major Funding By Aids Healthcare Foundation & California Nurses Association Pac",41728425
